geoid,Zip_Code,Median_Income
86000US13635,13635,52546
86000US13636,13636,55000
86000US13637,13637,52666
86000US13638,13638,39278
86000US13639,13639,48889
86000US13640,13640,46581
86000US13642,13642,38438
86000US13646,13646,41528
86000US13648,13648,50227
86000US13650,13650,62120
86000US13651,13651,135833
86000US13652,13652,45417
86000US13654,13654,47273
86000US13655,13655,41613
86000US13656,13656,56953
86000US13658,13658,59583
86000US13659,13659,55625
86000US13660,13660,54189
86000US13661,13661,64111
86000US13662,13662,50154
86000US13664,13664,66875
86000US13665,13665,47439
86000US13666,13666,44375
86000US13667,13667,41682
86000US13668,13668,53832
86000US13669,13669,48177
86000US13670,13670,41389
86000US13672,13672,57650
86000US13673,13673,48575
86000US13675,13675,64605
86000US13676,13676,50292
86000US13678,13678,42708
86000US13679,13679,52063
86000US13680,13680,42750
86000US13681,13681,58125
86000US13682,13682,70625
86000US13684,13684,47279
86000US13685,13685,62583
86000US13687,13687,49609
86000US13690,13690,41429
86000US13691,13691,59313
86000US13692,13692,41964
86000US13693,13693,45438
86000US13694,13694,60625
86000US13695,13695,105139
86000US13697,13697,42623
86000US13730,13730,54274
86000US13731,13731,42917
86000US13732,13732,83078
86000US13733,13733,53428
86000US13734,13734,46700
86000US13736,13736,63309
86000US13739,13739,62841
86000US13740,13740,70313
86000US13743,13743,60433
86000US13744,13744,60909
86000US13746,13746,61350
86000US13748,13748,57560
86000US13750,13750,39414
86000US13752,13752,54583
86000US13753,13753,54211
86000US13754,13754,40417
86000US13755,13755,48611
86000US13756,13756,52411
86000US13757,13757,53904
86000US13760,13760,56959
86000US13774,13774,34200
86000US13775,13775,54500
86000US13776,13776,65714
86000US13777,13777,67292
86000US13778,13778,58555
86000US13780,13780,60139
86000US13782,13782,54896
86000US13783,13783,41458
86000US13784,13784,43750
86000US13786,13786,52500
86000US13787,13787,46013
86000US13788,13788,52639
86000US13790,13790,45114
86000US13794,13794,43125
86000US13795,13795,56008
86000US13796,13796,61250
86000US13797,13797,52462
86000US13801,13801,35592
86000US13802,13802,110625
86000US13803,13803,61111
86000US13804,13804,56181
86000US13806,13806,41000
86000US13807,13807,58182
86000US13808,13808,49375
86000US13809,13809,52344
86000US13810,13810,54250
86000US13811,13811,68550
86000US13812,13812,66696
86000US13813,13813,51719
86000US13815,13815,47874
86000US13820,13820,48875
86000US13825,13825,51047
86000US13827,13827,56359
86000US13830,13830,46250
86000US13832,13832,48750
86000US13833,13833,54375
86000US13834,13834,72852
86000US13835,13835,51053
86000US13838,13838,36815
86000US13839,13839,45817
86000US13841,13841,53125
86000US13842,13842,54375
86000US13843,13843,51207
86000US13844,13844,53125
86000US13846,13846,37917
86000US13849,13849,49554
86000US13850,13850,65030
86000US13856,13856,50764
86000US13859,13859,54750
86000US13861,13861,75700
86000US13862,13862,61714
86000US13863,13863,54167
86000US13864,13864,40347
86000US13865,13865,62629
86000US13901,13901,44159
86000US13903,13903,46813
86000US13904,13904,49189
86000US13905,13905,39832
86000US14001,14001,60615
86000US14004,14004,73586
86000US14005,14005,70673
86000US14006,14006,56941
86000US14008,14008,57400
86000US14009,14009,50284
86000US14011,14011,66178
86000US14012,14012,58707
86000US14013,14013,57746
86000US14020,14020,52825
86000US14024,14024,63158
86000US14025,14025,56172
86000US14028,14028,75667
86000US14030,14030,63036
86000US14031,14031,82727
86000US14032,14032,121111
86000US14033,14033,85278
86000US14034,14034,61292
86000US14036,14036,68448
86000US14037,14037,56389
86000US14039,14039,57188
86000US14040,14040,71774
86000US14041,14041,55313
86000US14042,14042,49632
86000US14043,14043,59520
86000US14047,14047,67447
86000US14048,14048,37588
86000US14051,14051,117803
86000US14052,14052,79174
86000US14054,14054,62067
86000US14055,14055,68667
86000US14057,14057,70298
86000US14058,14058,65268
86000US14059,14059,73456
86000US14060,14060,44375
86000US14061,14061,54375
86000US14062,14062,52644
86000US14063,14063,55713
86000US14065,14065,56823
86000US14066,14066,56850
86000US14067,14067,54000
86000US14068,14068,78705
86000US14069,14069,66071
86000US14070,14070,44023
86000US14072,14072,80569
86000US14075,14075,70300
86000US14080,14080,66000
86000US14081,14081,45900
86000US14082,14082,61429
86000US14085,14085,82071
86000US14086,14086,82221
86000US14091,14091,56429
86000US14092,14092,65072
86000US14094,14094,56138
86000US14098,14098,55417
86000US14101,14101,54276
86000US14102,14102,89792
86000US14103,14103,47848
86000US14105,14105,59625
86000US14108,14108,58903
86000US14111,14111,57313
86000US14113,14113,60250
86000US14120,14120,62998
86000US14125,14125,60573
86000US14126,14126,61125
86000US14127,14127,89780
86000US14129,14129,50846
86000US14130,14130,45500
86000US14131,14131,73250
86000US14132,14132,68812
86000US14134,14134,49091
86000US14136,14136,56294
86000US14138,14138,50875
86000US14139,14139,86149
86000US14141,14141,55779
86000US14143,14143,58500
86000US14145,14145,65750
86000US14150,14150,53982
86000US14167,14167,69276
86000US14169,14169,31765
86000US14170,14170,74264
86000US14171,14171,55972
86000US14172,14172,60438
86000US14174,14174,71000
86000US14201,14201,26771
86000US14202,14202,46439
86000US14203,14203,38578
86000US14204,14204,23886
86000US14206,14206,37946
86000US14207,14207,27633
86000US14208,14208,27876
86000US14209,14209,37869
86000US14210,14210,38811
86000US14211,14211,26496
86000US14212,14212,24060
86000US14213,14213,33303
86000US14214,14214,47642
86000US14215,14215,34928
86000US14216,14216,57416
86000US14217,14217,56015
86000US14218,14218,38634
86000US14219,14219,51998
86000US14220,14220,54369
86000US14221,14221,81106
86000US14222,14222,54841
86000US14223,14223,63629
86000US14224,14224,67691
86000US14225,14225,49516
86000US14226,14226,69746
86000US14227,14227,54525
86000US14228,14228,54132
86000US14301,14301,27317
86000US14303,14303,27148
86000US14304,14304,53797
86000US14305,14305,35712
86000US14411,14411,50084
86000US14414,14414,57604
86000US14416,14416,59514
86000US14418,14418,58355
86000US14420,14420,57320
86000US14422,14422,68478
86000US14423,14423,55750
86000US14424,14424,62717
86000US14425,14425,68330
86000US14427,14427,55833
86000US14428,14428,69930
86000US14432,14432,59550
86000US14433,14433,54542
86000US14435,14435,68984
86000US14437,14437,49398
86000US14441,14441,56250
86000US14445,14445,50259
86000US14450,14450,83593
86000US14454,14454,45316
86000US14456,14456,47522
86000US14462,14462,70000
86000US14464,14464,56569
86000US14466,14466,70893
86000US14467,14467,69861
86000US14468,14468,70090
86000US14469,14469,61221
86000US14470,14470,53824
86000US14471,14471,62114
86000US14472,14472,88262
86000US14475,14475,49750
86000US14476,14476,54803
86000US14477,14477,64688
86000US14478,14478,92981
86000US14479,14479,67400
86000US14480,14480,45678
86000US14481,14481,59394
86000US14482,14482,63162
86000US14485,14485,59427
86000US14486,14486,66708
86000US14487,14487,72000
86000US14489,14489,52285
86000US14502,14502,69067
86000US14504,14504,56279
86000US14505,14505,63316
86000US14506,14506,133167
86000US14507,14507,60125
86000US14510,14510,48272
86000US14511,14511,53854
86000US14512,14512,57337
86000US14513,14513,45446
86000US14514,14514,64112
86000US14516,14516,61029
86000US14517,14517,49395
86000US14519,14519,63766
86000US14521,14521,49420
86000US14522,14522,53259
86000US14525,14525,72353
86000US14526,14526,78250
86000US14527,14527,51875
86000US14530,14530,52599
86000US14532,14532,64583
86000US14533,14533,54342
86000US14534,14534,116043
86000US14536,14536,45208
86000US14539,14539,54318
86000US14541,14541,58382
86000US14543,14543,90057
86000US14544,14544,56441
86000US14545,14545,49688
86000US14546,14546,67569
86000US14548,14548,62557
86000US14549,14549,50556
86000US14550,14550,45917
86000US14551,14551,49010
86000US14555,14555,46389
86000US14559,14559,80735
86000US14560,14560,58750
86000US14561,14561,65000
86000US14564,14564,96798
86000US14568,14568,84750
86000US14569,14569,57585
86000US14571,14571,55781
86000US14572,14572,50950
86000US14580,14580,80596
86000US14585,14585,51250
86000US14586,14586,81792
86000US14588,14588,67750
86000US14589,14589,60945
86000US14590,14590,48327
86000US14591,14591,59722
86000US14592,14592,57250
86000US14604,14604,21899
86000US14605,14605,21475
86000US14606,14606,43237
86000US14607,14607,45315
86000US14608,14608,21531
86000US14609,14609,46117
86000US14610,14610,66767
86000US14611,14611,25868
86000US14612,14612,61218
86000US14613,14613,35259
86000US14614,14614,80208
86000US14615,14615,39995
86000US14616,14616,48562
86000US14617,14617,65522
86000US14618,14618,98254
86000US14619,14619,37801
86000US14620,14620,44167
86000US14621,14621,26506
86000US14622,14622,53977
86000US14623,14623,50199
86000US14624,14624,69257
86000US14625,14625,80053
86000US14626,14626,62550
86000US14701,14701,38891
86000US14706,14706,52708
86000US14707,14707,62917
86000US14708,14708,61875
86000US14709,14709,49145
86000US14710,14710,58004
86000US14711,14711,49893
86000US14712,14712,57202
86000US14714,14714,56250
86000US14715,14715,41500
86000US14716,14716,37661
86000US14717,14717,43875
86000US14718,14718,54375
86000US14719,14719,46771
86000US14720,14720,30521
86000US14721,14721,47500
86000US14722,14722,134135
86000US14723,14723,58958
86000US14724,14724,52778
86000US14726,14726,35417
86000US14727,14727,49481
86000US14728,14728,52232
86000US14729,14729,63654
86000US14731,14731,64000
86000US14732,14732,51429
86000US14733,14733,43839
86000US14735,14735,39278
86000US14736,14736,54583
86000US14737,14737,46698
86000US14738,14738,53400
86000US14739,14739,42102
86000US14740,14740,56131
86000US14741,14741,61161
86000US14742,14742,100227
86000US14743,14743,41818
86000US14744,14744,56719
86000US14747,14747,51161
86000US14748,14748,33929
86000US14750,14750,55425
86000US14753,14753,40341
86000US14754,14754,47625
86000US14755,14755,50056
86000US14756,14756,38650
86000US14757,14757,48162
86000US14760,14760,45326
86000US14767,14767,49773
86000US14769,14769,48317
86000US14770,14770,49355
86000US14772,14772,44810
86000US14774,14774,65417
86000US14775,14775,47548
86000US14777,14777,45662
86000US14779,14779,34777
86000US14781,14781,42007
86000US14782,14782,46641
86000US14783,14783,34205
86000US14784,14784,52639
86000US14787,14787,45042
86000US14801,14801,51393
86000US14802,14802,36417
86000US14803,14803,42321
86000US14804,14804,59605
86000US14805,14805,48068
86000US14806,14806,53523
86000US14807,14807,53992
86000US14808,14808,52386
86000US14809,14809,50208
86000US14810,14810,41079
86000US14812,14812,61643
86000US14813,14813,39680
86000US14814,14814,79375
86000US14815,14815,47440
86000US14816,14816,74000
86000US14817,14817,55227
86000US14818,14818,59886
86000US14819,14819,36071
86000US14820,14820,47857
86000US14821,14821,55833
86000US14822,14822,48625
86000US14823,14823,51336
86000US14824,14824,41726
86000US14825,14825,75806
86000US14826,14826,50455
86000US14827,14827,65429
86000US14830,14830,55967
86000US14836,14836,90385
86000US14837,14837,54704
86000US14838,14838,60368
86000US14839,14839,52083
86000US14840,14840,55027
86000US14841,14841,75074
86000US14842,14842,38707
86000US14843,14843,45000
86000US14845,14845,64468
86000US14846,14846,48977
86000US14847,14847,50430
86000US14850,14850,53239
86000US14855,14855,55917
86000US14856,14856,15089
86000US14858,14858,54063
86000US14859,14859,52083
86000US14860,14860,51786
86000US14861,14861,46667
86000US14864,14864,58750
86000US14865,14865,44208
86000US14867,14867,62238
86000US14869,14869,53790
86000US14870,14870,63065
86000US14871,14871,63790
86000US14872,14872,61726
86000US14873,14873,50045
86000US14874,14874,41827
86000US14877,14877,58438
86000US14878,14878,77083
86000US14879,14879,52656
86000US14880,14880,46563
86000US14881,14881,117885
86000US14882,14882,78358
86000US14883,14883,51028
86000US14884,14884,55179
86000US14885,14885,53438
86000US14886,14886,69881
86000US14889,14889,59010
86000US14891,14891,48571
86000US14892,14892,44647
86000US14894,14894,56364
86000US14895,14895,45839
86000US14897,14897,42463
86000US14898,14898,48750
86000US14901,14901,30375
86000US14903,14903,57526
86000US14904,14904,45719
86000US14905,14905,56219
